credit_card,amount,25%,50%,75%,credit_limit,date
1087468642191606,850.83,51.46,77.05,113.45,3000,2015-08-25 18:37:49
1087468642191606,941.49,51.46,77.05,113.45,3000,2015-09-25 21:34:13
1089479586475600,977.94,48.3725,78.25,113.0825,18000,2015-08-12 23:54:12
1089479586475600,891.48,48.3725,78.25,113.0825,18000,2015-10-04 19:16:33
1089479586475600,973.28,48.3725,78.25,113.0825,18000,2015-09-03 18:40:58
1089479586475600,939.67,48.3725,78.25,113.0825,18000,2015-09-24 04:30:49
1089479586475600,826.68,48.3725,78.25,113.0825,18000,2015-09-19 15:19:28
1089479586475600,944.66,48.3725,78.25,113.0825,18000,2015-09-18 23:48:20
1089479586475600,829.44,48.3725,78.25,113.0825,18000,2015-08-25 18:12:02
1089479586475600,907.9,48.3725,78.25,113.0825,18000,2015-08-29 17:46:50
1089479586475600,948.36,48.3725,78.25,113.0825,18000,2015-09-18 18:57:53
1089479586475600,897.48,48.3725,78.25,113.0825,18000,2015-10-09 22:49:00
1089479586475600,869.23,48.3725,78.25,113.0825,18000,2015-08-24 20:19:00
1089479586475600,957.37,48.3725,78.25,113.0825,18000,2015-09-09 05:28:41
1089479586475600,975.66,48.3725,78.25,113.0825,18000,2015-09-09 22:54:10
1101164752077181,824.0,41.0,65.39,89.13,9000,2015-10-28 19:09:33
1101164752077181,981.54,41.0,65.39,89.13,9000,2015-08-27 20:47:03
1101164752077181,951.31,41.0,65.39,89.13,9000,2015-10-24 03:16:54
1101164752077181,801.53,41.0,65.39,89.13,9000,2015-09-19 00:20:18
1101164752077181,937.18,41.0,65.39,89.13,9000,2015-08-27 20:54:25
1101164752077181,932.3,41.0,65.39,89.13,9000,2015-08-07 23:50:33
1106824181265726,982.57,47.23,71.07,100.9,6000,2015-08-10 21:05:15
1106824181265726,862.51,47.23,71.07,100.9,6000,2015-09-18 19:55:17
1106824181265726,990.06,47.23,71.07,100.9,6000,2015-10-26 23:50:26
1106824181265726,906.68,47.23,71.07,100.9,6000,2015-09-22 21:47:52
1106824181265726,860.64,47.23,71.07,100.9,6000,2015-10-25 17:58:13
1106824181265726,971.65,47.23,71.07,100.9,6000,2015-10-28 00:01:49
1106824181265726,936.59,47.23,71.07,100.9,6000,2015-09-11 19:51:01
1107936587129946,890.5,66.7325,122.54,168.4575,24000,2015-09-10 19:27:15
1107936587129946,857.59,66.7325,122.54,168.4575,24000,2015-10-29 21:30:11
1107936587129946,839.97,66.7325,122.54,168.4575,24000,2015-10-04 01:04:15
1107936587129946,920.27,66.7325,122.54,168.4575,24000,2015-09-18 19:40:37
1107936587129946,896.07,66.7325,122.54,168.4575,24000,2015-08-21 21:27:36
1107936587129946,851.88,66.7325,122.54,168.4575,24000,2015-10-09 18:41:21
1107936587129946,977.93,66.7325,122.54,168.4575,24000,2015-09-27 23:39:56
1107936587129946,982.14,66.7325,122.54,168.4575,24000,2015-10-29 21:20:18
1107936587129946,853.21,66.7325,122.54,168.4575,24000,2015-10-20 18:27:36
1126571863414211,973.85,10.73,16.1,22.2,8000,2015-08-05 23:18:45
1126571863414211,996.17,10.73,16.1,22.2,8000,2015-09-11 01:33:04
1126571863414211,990.85,10.73,16.1,22.2,8000,2015-08-03 18:45:45
1126571863414211,848.87,10.73,16.1,22.2,8000,2015-10-02 04:06:31
1126571863414211,946.65,10.73,16.1,22.2,8000,2015-09-03 23:07:24
1126571863414211,929.4,10.73,16.1,22.2,8000,2015-09-24 23:48:11
1126571863414211,862.7,10.73,16.1,22.2,8000,2015-07-31 19:44:06
1126571863414211,874.3,10.73,16.1,22.2,8000,2015-10-03 22:57:27
1126571863414211,902.59,10.73,16.1,22.2,8000,2015-10-19 19:17:44
1126571863414211,899.19,10.73,16.1,22.2,8000,2015-08-06 20:47:48
1126571863414211,978.85,10.73,16.1,22.2,8000,2015-09-29 00:41:03
1128536627506856,840.0,50.4,76.42,107.19,16000,2015-09-27 16:37:35
1128536627506856,825.75,50.4,76.42,107.19,16000,2015-08-26 21:02:48
1128536627506856,945.97,50.4,76.42,107.19,16000,2015-08-06 23:44:46
1128536627506856,817.26,50.4,76.42,107.19,16000,2015-10-01 22:57:10
1128536627506856,938.43,50.4,76.42,107.19,16000,2015-09-07 20:30:11
1128536627506856,992.34,50.4,76.42,107.19,16000,2015-10-10 22:27:17
1128536627506856,973.33,50.4,76.42,107.19,16000,2015-09-12 19:37:23
1134742235676586,851.52,6.21,7.395,9.15,4000,2015-08-27 21:12:21
1134742235676586,927.95,6.21,7.395,9.15,4000,2015-09-16 19:43:40
1134742235676586,835.13,6.21,7.395,9.15,4000,2015-08-13 22:53:04
1134742235676586,972.8,6.21,7.395,9.15,4000,2015-10-28 20:52:48
1137926374621536,958.8,27.45,43.27,55.99,9000,2015-10-24 20:13:21
1137926374621536,861.97,27.45,43.27,55.99,9000,2015-08-14 15:46:17
1137926374621536,950.79,27.45,43.27,55.99,9000,2015-10-01 23:06:05
1137926374621536,857.01,27.45,43.27,55.99,9000,2015-10-05 20:02:36
1137926374621536,906.61,27.45,43.27,55.99,9000,2015-09-01 22:32:58
1137926374621536,913.47,27.45,43.27,55.99,9000,2015-10-22 15:53:47
1137926374621536,956.51,27.45,43.27,55.99,9000,2015-08-20 22:52:11
1137926374621536,846.77,27.45,43.27,55.99,9000,2015-08-28 21:00:16
1144894232607400,835.41,73.0025,118.775,167.115,35000,2015-10-15 16:06:47
1144894232607400,848.57,73.0025,118.775,167.115,35000,2015-10-10 18:48:14
1144894232607400,923.0,73.0025,118.775,167.115,35000,2015-09-15 14:02:55
1144894232607400,865.64,73.0025,118.775,167.115,35000,2015-09-06 20:21:16
1144894232607400,981.45,73.0025,118.775,167.115,35000,2015-08-21 18:12:42
1144894232607400,874.3,73.0025,118.775,167.115,35000,2015-08-07 20:35:09
1144894232607400,881.5,73.0025,118.775,167.115,35000,2015-10-13 19:01:45
1144894232607400,951.0,73.0025,118.775,167.115,35000,2015-09-22 21:30:31
1144894232607400,944.87,73.0025,118.775,167.115,35000,2015-10-03 17:27:31
1144894232607400,924.97,73.0025,118.775,167.115,35000,2015-09-15 20:55:36
1144894232607400,918.8,73.0025,118.775,167.115,35000,2015-09-15 22:59:08
1144894232607400,861.46,73.0025,118.775,167.115,35000,2015-08-27 20:47:45
1144894232607400,965.1,73.0025,118.775,167.115,35000,2015-09-05 03:00:15
1144894232607400,884.15,73.0025,118.775,167.115,35000,2015-09-20 19:12:22
1144894232607400,861.51,73.0025,118.775,167.115,35000,2015-10-08 22:03:17
1155726765596507,801.42,22.1,34.34,44.435,7000,2015-09-14 19:07:00
1156998467006869,825.7,59.065,94.46,134.67,20000,2015-08-03 17:08:12
1156998467006869,853.72,59.065,94.46,134.67,20000,2015-09-11 21:02:21
1156998467006869,816.38,59.065,94.46,134.67,20000,2015-10-28 21:17:48
1156998467006869,889.06,59.065,94.46,134.67,20000,2015-08-22 15:26:52
1156998467006869,988.87,59.065,94.46,134.67,20000,2015-07-31 19:06:15
1156998467006869,948.53,59.065,94.46,134.67,20000,2015-09-30 21:09:53
1156998467006869,868.4,59.065,94.46,134.67,20000,2015-08-28 00:38:17
1156998467006869,856.19,59.065,94.46,134.67,20000,2015-08-15 21:24:26
1156998467006869,966.99,59.065,94.46,134.67,20000,2015-09-12 00:02:06
1165413984579076,950.46,50.4825,78.2,108.81,8000,2015-09-02 23:01:51
1165413984579076,905.77,50.4825,78.2,108.81,8000,2015-09-09 00:17:35
1165413984579076,919.68,50.4825,78.2,108.81,8000,2015-08-20 22:46:44
1165413984579076,939.08,50.4825,78.2,108.81,8000,2015-08-06 19:35:18
1167475218806361,928.78,26.505,40.6,58.315,14000,2015-10-08 17:58:55
1167475218806361,894.75,26.505,40.6,58.315,14000,2015-08-16 22:48:38
1167475218806361,815.13,26.505,40.6,58.315,14000,2015-07-31 23:16:37
1167475218806361,910.13,26.505,40.6,58.315,14000,2015-10-09 21:47:34
1167475218806361,819.05,26.505,40.6,58.315,14000,2015-08-16 18:39:42
1167475218806361,818.41,26.505,40.6,58.315,14000,2015-09-08 19:33:50
1167475218806361,855.31,26.505,40.6,58.315,14000,2015-10-26 22:02:39
1167475218806361,955.6,26.505,40.6,58.315,14000,2015-10-16 18:01:39
1167475218806361,892.96,26.505,40.6,58.315,14000,2015-08-07 23:24:05
1167475218806361,904.87,26.505,40.6,58.315,14000,2015-08-15 22:00:33
1167475218806361,884.54,26.505,40.6,58.315,14000,2015-10-09 18:48:35
1169271395749970,897.21,46.88,77.58,108.54,20000,2015-09-03 20:39:28
1169271395749970,878.48,46.88,77.58,108.54,20000,2015-09-24 16:54:48
1169271395749970,946.53,46.88,77.58,108.54,20000,2015-10-11 19:38:44
1169271395749970,982.12,46.88,77.58,108.54,20000,2015-08-28 22:15:31
1169271395749970,825.15,46.88,77.58,108.54,20000,2015-09-18 21:02:05
1169271395749970,902.13,46.88,77.58,108.54,20000,2015-10-23 16:10:01
1169271395749970,836.27,46.88,77.58,108.54,20000,2015-09-11 22:41:55
1169271395749970,987.62,46.88,77.58,108.54,20000,2015-09-04 19:36:39
1169271395749970,916.98,46.88,77.58,108.54,20000,2015-10-25 22:55:54
1169271395749970,956.16,46.88,77.58,108.54,20000,2015-08-06 15:27:27
1169271395749970,933.59,46.88,77.58,108.54,20000,2015-09-27 19:43:42
1169271395749970,860.24,46.88,77.58,108.54,20000,2015-08-07 21:18:26
1175962294549313,942.24,32.6875,50.44,74.4775,14000,2015-08-26 18:26:01
1175962294549313,942.67,32.6875,50.44,74.4775,14000,2015-10-01 21:27:23
1175962294549313,894.24,32.6875,50.44,74.4775,14000,2015-08-07 16:19:27
1175962294549313,941.42,32.6875,50.44,74.4775,14000,2015-09-25 16:35:50
1175962294549313,883.29,32.6875,50.44,74.4775,14000,2015-08-29 17:24:03
1175962294549313,863.71,32.6875,50.44,74.4775,14000,2015-09-23 01:50:55
1175962294549313,945.02,32.6875,50.44,74.4775,14000,2015-10-07 23:17:46
1175962294549313,881.22,32.6875,50.44,74.4775,14000,2015-09-03 14:49:35
1175962294549313,918.49,32.6875,50.44,74.4775,14000,2015-08-19 02:04:15
1175962294549313,958.4,32.6875,50.44,74.4775,14000,2015-09-30 19:02:03
1175962294549313,878.75,32.6875,50.44,74.4775,14000,2015-09-03 18:27:47
1175962294549313,901.82,32.6875,50.44,74.4775,14000,2015-08-16 02:27:58
1175962294549313,825.57,32.6875,50.44,74.4775,14000,2015-08-03 18:57:26
1175962294549313,992.71,32.6875,50.44,74.4775,14000,2015-10-29 15:40:34
1190980117697422,836.56,22.12,33.51,46.49,7000,2015-09-03 01:15:08
1190980117697422,962.73,22.12,33.51,46.49,7000,2015-09-24 15:42:38
1190980117697422,893.21,22.12,33.51,46.49,7000,2015-09-04 21:46:12
1190980117697422,862.8,22.12,33.51,46.49,7000,2015-10-02 18:20:12
1190980117697422,814.19,22.12,33.51,46.49,7000,2015-07-31 23:38:24
1190980117697422,847.61,22.12,33.51,46.49,7000,2015-08-13 03:55:23
1190980117697422,924.83,22.12,33.51,46.49,7000,2015-08-14 18:47:43
1191702776174515,965.49,73.5225,122.37,175.715,35000,2015-09-03 18:40:01
1191702776174515,928.77,73.5225,122.37,175.715,35000,2015-08-01 19:29:18
1191702776174515,875.43,73.5225,122.37,175.715,35000,2015-08-09 01:29:53
1191702776174515,860.9,73.5225,122.37,175.715,35000,2015-10-01 21:45:13
1191702776174515,817.86,73.5225,122.37,175.715,35000,2015-10-21 20:58:48
1191702776174515,822.74,73.5225,122.37,175.715,35000,2015-10-04 17:27:02
1191702776174515,912.43,73.5225,122.37,175.715,35000,2015-08-07 23:45:55
1191702776174515,992.14,73.5225,122.37,175.715,35000,2015-09-08 20:06:39
1191702776174515,964.05,73.5225,122.37,175.715,35000,2015-10-24 00:59:35
1191702776174515,823.11,73.5225,122.37,175.715,35000,2015-10-21 01:37:00
1191702776174515,911.43,73.5225,122.37,175.715,35000,2015-10-06 20:48:29
1191702776174515,873.06,73.5225,122.37,175.715,35000,2015-10-07 21:37:23
1210872963953886,855.91,44.18,64.21,84.59,7000,2015-08-16 19:12:51
1210872963953886,917.86,44.18,64.21,84.59,7000,2015-09-09 23:38:16
1210872963953886,995.86,44.18,64.21,84.59,7000,2015-09-29 04:28:42
1210872963953886,961.72,44.18,64.21,84.59,7000,2015-10-25 17:57:48
1210872963953886,831.31,44.18,64.21,84.59,7000,2015-10-16 21:19:00
1210872963953886,941.2,44.18,64.21,84.59,7000,2015-09-07 23:01:30
1221421251374063,924.14,44.25,75.46,106.53,20000,2015-10-23 22:47:18
1221421251374063,879.0,44.25,75.46,106.53,20000,2015-08-08 16:26:56
1221421251374063,933.12,44.25,75.46,106.53,20000,2015-10-10 22:50:47
1221421251374063,911.33,44.25,75.46,106.53,20000,2015-09-30 20:32:44
1221421251374063,839.61,44.25,75.46,106.53,20000,2015-10-06 17:51:21
1221421251374063,816.92,44.25,75.46,106.53,20000,2015-08-17 23:51:45
1221421251374063,885.28,44.25,75.46,106.53,20000,2015-08-17 20:50:10
1224132812823172,932.15,77.25,116.94,167.235,20000,2015-09-29 00:40:58
1224132812823172,908.0,77.25,116.94,167.235,20000,2015-09-09 23:00:34
1224132812823172,931.52,77.25,116.94,167.235,20000,2015-09-02 23:02:47
1224132812823172,929.22,77.25,116.94,167.235,20000,2015-08-21 00:30:29
1224132812823172,804.29,77.25,116.94,167.235,20000,2015-09-12 21:46:55
1224132812823172,965.45,77.25,116.94,167.235,20000,2015-10-23 19:41:48
1224132812823172,912.41,77.25,116.94,167.235,20000,2015-08-26 21:10:27
1228288249952859,818.05,39.71,61.105,85.4275,15000,2015-08-26 19:39:09
1228288249952859,869.57,39.71,61.105,85.4275,15000,2015-09-10 20:48:26
1228288249952859,919.16,39.71,61.105,85.4275,15000,2015-08-01 20:03:52
1228288249952859,845.4,39.71,61.105,85.4275,15000,2015-10-14 04:00:43
1228288249952859,863.61,39.71,61.105,85.4275,15000,2015-10-21 23:03:22
1228288249952859,869.31,39.71,61.105,85.4275,15000,2015-10-24 22:12:44
1228288249952859,865.99,39.71,61.105,85.4275,15000,2015-08-24 19:41:41
1228288249952859,883.66,39.71,61.105,85.4275,15000,2015-10-20 15:12:49
1228288249952859,857.65,39.71,61.105,85.4275,15000,2015-10-22 21:45:19
1228288249952859,890.36,39.71,61.105,85.4275,15000,2015-07-31 20:20:41
1246716439259317,916.37,80.455,126.78,174.5,27000,2015-10-07 20:43:16
1246716439259317,937.28,80.455,126.78,174.5,27000,2015-08-16 00:50:07
1246716439259317,813.26,80.455,126.78,174.5,27000,2015-08-23 17:31:57
1246716439259317,836.23,80.455,126.78,174.5,27000,2015-10-03 02:27:56
1246716439259317,900.37,80.455,126.78,174.5,27000,2015-09-30 22:12:48
1246716439259317,960.71,80.455,126.78,174.5,27000,2015-08-21 17:32:21
1246716439259317,923.97,80.455,126.78,174.5,27000,2015-09-15 00:10:46
1246716439259317,975.11,80.455,126.78,174.5,27000,2015-09-20 05:21:45
1246716439259317,929.54,80.455,126.78,174.5,27000,2015-08-20 22:32:52
1254472912142815,863.01,31.36,54.89,77.33,20000,2015-09-11 02:13:25
1254472912142815,858.64,31.36,54.89,77.33,20000,2015-08-24 22:51:20
1254472912142815,879.5,31.36,54.89,77.33,20000,2015-08-04 21:00:42
1254472912142815,814.28,31.36,54.89,77.33,20000,2015-09-29 17:32:02
1254472912142815,808.73,31.36,54.89,77.33,20000,2015-09-13 23:56:43
1261411767321605,921.03,83.97,136.2,193.26,30000,2015-09-16 17:26:28
1261411767321605,958.41,83.97,136.2,193.26,30000,2015-10-15 15:33:39
1261411767321605,803.62,83.97,136.2,193.26,30000,2015-09-25 13:23:22
1261411767321605,964.77,83.97,136.2,193.26,30000,2015-09-14 22:31:30
1261411767321605,842.57,83.97,136.2,193.26,30000,2015-09-20 17:26:56
1261411767321605,956.04,83.97,136.2,193.26,30000,2015-08-24 16:04:15
1261411767321605,861.34,83.97,136.2,193.26,30000,2015-10-08 18:47:04
1261411767321605,995.43,83.97,136.2,193.26,30000,2015-09-27 21:27:23
1261411767321605,969.05,83.97,136.2,193.26,30000,2015-10-02 22:35:32
1261411767321605,840.4,83.97,136.2,193.26,30000,2015-08-12 23:16:57
1264384810841217,951.88,57.87,88.985,129.1325,10000,2015-08-08 02:29:27
1264384810841217,811.26,57.87,88.985,129.1325,10000,2015-09-04 00:25:17
1280981422329509,860.42,23.67,34.37,45.315,6000,2015-09-26 00:25:53
1280981422329509,857.56,23.67,34.37,45.315,6000,2015-07-31 20:43:34
1280981422329509,818.53,23.67,34.37,45.315,6000,2015-08-27 18:34:05
1280981422329509,878.25,23.67,34.37,45.315,6000,2015-10-06 14:14:48
1280981422329509,824.47,23.67,34.37,45.315,6000,2015-08-07 00:06:33
1280981422329509,808.5,23.67,34.37,45.315,6000,2015-09-13 18:42:12
1280981422329509,878.24,23.67,34.37,45.315,6000,2015-10-23 21:10:32
1281918894315694,904.81,27.695,46.995,69.5075,7000,2015-08-17 19:50:11
1284450389976622,929.68,36.33,66.48,93.82,4000,2015-08-06 20:12:25
1295205764436116,918.6,7.585,10.135,12.775,8000,2015-10-13 23:14:38
1295205764436116,833.17,7.585,10.135,12.775,8000,2015-09-25 20:56:39
1295205764436116,900.19,7.585,10.135,12.775,8000,2015-09-03 21:02:08
1295205764436116,930.44,7.585,10.135,12.775,8000,2015-10-28 22:05:27
1295205764436116,959.92,7.585,10.135,12.775,8000,2015-10-02 19:30:42
1295205764436116,873.71,7.585,10.135,12.775,8000,2015-08-05 20:13:18
1295205764436116,865.95,7.585,10.135,12.775,8000,2015-08-01 16:59:01
1295205764436116,954.04,7.585,10.135,12.775,8000,2015-10-02 21:02:08
1295205764436116,829.73,7.585,10.135,12.775,8000,2015-10-05 19:38:05
1295205764436116,857.62,7.585,10.135,12.775,8000,2015-10-26 19:32:30
1301519430111888,847.19,23.31,37.525,52.6075,8000,2015-10-09 21:19:44
1301519430111888,830.83,23.31,37.525,52.6075,8000,2015-08-15 00:05:16
1301519430111888,932.33,23.31,37.525,52.6075,8000,2015-10-09 21:33:21
1312823087473107,996.29,34.09,53.3,76.93,16000,2015-10-01 19:28:41
1312823087473107,875.75,34.09,53.3,76.93,16000,2015-08-21 00:56:48
1312823087473107,930.91,34.09,53.3,76.93,16000,2015-08-01 20:19:50
1312823087473107,963.28,34.09,53.3,76.93,16000,2015-09-18 16:21:49
1312823087473107,817.14,34.09,53.3,76.93,16000,2015-09-13 01:20:20
1312823087473107,949.88,34.09,53.3,76.93,16000,2015-10-23 16:42:43
1312823087473107,885.0,34.09,53.3,76.93,16000,2015-10-04 22:22:37
1312823087473107,922.14,34.09,53.3,76.93,16000,2015-08-27 17:52:52
1312823087473107,889.49,34.09,53.3,76.93,16000,2015-09-11 04:01:56
1312823087473107,802.7,34.09,53.3,76.93,16000,2015-08-05 16:01:56
1326817464191542,808.94,34.8875,55.375,76.9425,10000,2015-10-26 20:36:17
1326817464191542,932.74,34.8875,55.375,76.9425,10000,2015-09-20 00:52:19
1326817464191542,963.57,34.8875,55.375,76.9425,10000,2015-10-02 03:18:59
1326817464191542,931.7,34.8875,55.375,76.9425,10000,2015-08-15 22:17:02
1326817464191542,829.18,34.8875,55.375,76.9425,10000,2015-10-15 15:10:03
1326817464191542,854.9,34.8875,55.375,76.9425,10000,2015-08-05 00:00:21
1326817464191542,847.7,34.8875,55.375,76.9425,10000,2015-10-07 02:50:33
1326817464191542,862.96,34.8875,55.375,76.9425,10000,2015-10-12 20:55:49
1326817464191542,888.2,34.8875,55.375,76.9425,10000,2015-08-01 19:41:09
1337293370722685,977.38,43.73,62.04,89.04,8000,2015-08-19 19:35:11
1337293370722685,876.34,43.73,62.04,89.04,8000,2015-09-13 19:09:16
1337293370722685,921.69,43.73,62.04,89.04,8000,2015-10-23 22:24:27
1363526625562684,954.25,58.115,89.11,125.145,15000,2015-08-15 18:12:04
1368742094369263,918.89,12.595,18.42,24.405,10000,2015-10-22 18:54:48
1368742094369263,852.75,12.595,18.42,24.405,10000,2015-10-19 20:44:35
1368742094369263,927.63,12.595,18.42,24.405,10000,2015-08-30 22:41:19
1368742094369263,929.05,12.595,18.42,24.405,10000,2015-08-11 17:35:00
1368742094369263,962.26,12.595,18.42,24.405,10000,2015-10-28 22:21:14
1375199270298437,867.45,56.05,114.665,160.2625,10000,2015-08-20 15:21:39
1375199270298437,930.83,56.05,114.665,160.2625,10000,2015-09-09 20:44:46
1380553699881195,998.9,42.975,68.08,99.205,21000,2015-10-12 18:15:30
1380553699881195,938.39,42.975,68.08,99.205,21000,2015-10-19 01:09:28
1380553699881195,864.25,42.975,68.08,99.205,21000,2015-08-08 20:09:29
1380553699881195,874.31,42.975,68.08,99.205,21000,2015-09-24 21:47:47
1380553699881195,997.21,42.975,68.08,99.205,21000,2015-08-17 18:50:09
1380553699881195,984.79,42.975,68.08,99.205,21000,2015-10-19 23:20:11
1380553699881195,941.29,42.975,68.08,99.205,21000,2015-10-24 02:39:56
1380553699881195,899.24,42.975,68.08,99.205,21000,2015-09-22 19:33:32
1388343943378591,928.09,31.72,50.005,68.9825,20000,2015-10-16 18:39:00
1388343943378591,853.04,31.72,50.005,68.9825,20000,2015-08-20 19:11:35
1388343943378591,994.81,31.72,50.005,68.9825,20000,2015-08-26 19:42:38
1388343943378591,812.78,31.72,50.005,68.9825,20000,2015-10-15 17:01:43
1388343943378591,929.24,31.72,50.005,68.9825,20000,2015-07-31 21:46:50
1388343943378591,998.18,31.72,50.005,68.9825,20000,2015-10-16 23:23:19
1388343943378591,932.21,31.72,50.005,68.9825,20000,2015-08-05 21:11:05
1388343943378591,859.96,31.72,50.005,68.9825,20000,2015-10-23 21:55:45
1388343943378591,964.2,31.72,50.005,68.9825,20000,2015-10-23 22:00:35
1388343943378591,939.5,31.72,50.005,68.9825,20000,2015-08-18 21:27:39
1388343943378591,877.56,31.72,50.005,68.9825,20000,2015-10-21 00:38:51
1388343943378591,926.57,31.72,50.005,68.9825,20000,2015-08-13 21:34:50
1388343943378591,868.69,31.72,50.005,68.9825,20000,2015-10-10 23:56:41
1388343943378591,860.89,31.72,50.005,68.9825,20000,2015-10-10 19:15:23
1402909379316770,985.44,9.8275,13.985,18.805,10000,2015-10-14 20:22:29
1402909379316770,938.21,9.8275,13.985,18.805,10000,2015-10-02 22:01:41
1402909379316770,883.01,9.8275,13.985,18.805,10000,2015-10-08 22:07:06
1402909379316770,855.87,9.8275,13.985,18.805,10000,2015-08-20 02:57:29
1402909379316770,894.67,9.8275,13.985,18.805,10000,2015-10-11 18:07:02
1402909379316770,874.86,9.8275,13.985,18.805,10000,2015-10-12 23:43:25
1402909379316770,968.63,9.8275,13.985,18.805,10000,2015-10-17 00:17:46
1409322756311484,885.97,40.4575,58.73,84.4525,15000,2015-08-08 01:45:46
1409322756311484,881.64,40.4575,58.73,84.4525,15000,2015-08-06 21:42:14
1409322756311484,938.25,40.4575,58.73,84.4525,15000,2015-09-25 14:57:03
1409322756311484,834.85,40.4575,58.73,84.4525,15000,2015-09-22 17:33:04
1409322756311484,869.31,40.4575,58.73,84.4525,15000,2015-09-23 17:51:25
1409322756311484,870.86,40.4575,58.73,84.4525,15000,2015-09-12 21:21:15
1409322756311484,846.91,40.4575,58.73,84.4525,15000,2015-08-01 20:12:36
1409322756311484,862.79,40.4575,58.73,84.4525,15000,2015-08-26 16:06:17
1420382222148431,912.93,91.4775,148.145,187.7125,5000,2015-09-19 19:57:47
1428403246999020,969.49,11.675,17.79,26.6425,10000,2015-10-15 20:56:32
1428403246999020,878.82,11.675,17.79,26.6425,10000,2015-08-03 18:10:39
1428403246999020,906.9,11.675,17.79,26.6425,10000,2015-09-11 01:22:36
1428403246999020,927.5,11.675,17.79,26.6425,10000,2015-10-13 19:22:55
1428403246999020,996.0,11.675,17.79,26.6425,10000,2015-10-16 22:32:43
1428403246999020,945.43,11.675,17.79,26.6425,10000,2015-09-12 22:45:51
1428403246999020,840.5,11.675,17.79,26.6425,10000,2015-10-28 22:59:51
1428403246999020,888.09,11.675,17.79,26.6425,10000,2015-08-30 20:52:19
1428403246999020,917.22,11.675,17.79,26.6425,10000,2015-10-10 02:00:50
1460880989446247,959.25,79.06,128.02,175.75,20000,2015-10-09 18:09:07
1460880989446247,963.49,79.06,128.02,175.75,20000,2015-09-11 19:21:04
1460880989446247,809.27,79.06,128.02,175.75,20000,2015-09-09 16:25:22
1460880989446247,814.27,79.06,128.02,175.75,20000,2015-08-03 19:43:19
1460880989446247,823.86,79.06,128.02,175.75,20000,2015-08-14 18:59:48
1460880989446247,919.13,79.06,128.02,175.75,20000,2015-10-22 17:43:50
1460880989446247,984.19,79.06,128.02,175.75,20000,2015-09-18 01:33:39
1460880989446247,858.05,79.06,128.02,175.75,20000,2015-09-25 21:38:36
1460880989446247,809.25,79.06,128.02,175.75,20000,2015-08-07 00:03:44
1460880989446247,953.67,79.06,128.02,175.75,20000,2015-09-12 17:41:04
1460880989446247,829.65,79.06,128.02,175.75,20000,2015-08-15 03:08:08
1461675388467265,800.55,19.17,26.8,36.92,3000,2015-10-04 18:42:47
